file,onset,p_cry,g_pre,g_base,delta,clip_pre,clip_base,face_frac,label,auto
2026-07-07_14-10-57.mp4,3.4,0.0005727332900278,0.1308174032174135,0.1016025348632798,0.0292148683541337,,,0.3333333333333333,uncertain,uncertain
2026-07-04_09-12-58.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-02_21-22-35.mp4,6.4,0.0252787452191114,0.0492710497589813,0.0260268028227759,0.0232442469362053,,,0.5833333333333334,uncertain,uncertain
2026-07-10_06-38-12.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-01_17-52-17.mp4,,,,0.1129584422724157,,,,1.0,no_pre_cry,uncertain
2026-07-15_20-36-35.mp4,2.8,0.0016220633406192,0.1117185012385023,0.1238420848199635,-0.0121235835814611,,,0.5,uncertain,no_pre_cry
2026-07-16_10-21-03.mp4,,,,0.0756994151799633,,,,0.6666666666666666,no_pre_cry,uncertain
2026-07-21_14-06-06.mp4,6.4,0.0051273517310619,0.0510204329289661,0.1288589300440873,-0.0778384971151211,,,0.75,uncertain,no_pre_cry
2026-07-01_00-56-41.mp4,3.8,0.0031721340492367,0.0501746984781625,0.0596994378463099,-0.0095247393681473,,,0.1666666666666666,uncertain,no_pre_cry
2026-07-20_18-57-29.mp4,1.2,0.0084482748061418,0.0128073505278344,0.0128073505278344,0.0,,,0.1111111111111111,uncertain,uncertain
2026-07-09_16-03-59.mp4,6.2,0.0035562666598707,,,,,,0.0,uncertain,uncertain
2026-07-01_17-54-17.mp4,6.4,0.0014388696290552,0.1064740476590512,0.1070329014864454,-0.0005588538273942,,,0.8333333333333334,uncertain,uncertain
2026-07-10_21-56-07.mp4,3.4,0.0252568256109952,0.1057529723599035,0.1034631662885717,0.0022898060713317,,,0.1666666666666666,uncertain,uncertain
2026-07-05_07-56-22.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-08_19-30-56.mp4,,,,0.0522476341989998,,,,0.3333333333333333,no_pre_cry,uncertain
2026-07-18_20-03-35.mp4,,,,,,,,0.0,uncertain,uncertain
2026-07-18_15-41-20.mp4,6.2,0.0127498339861631,0.1858244059129019,0.2277126530784274,-0.0418882471655254,,,0.8333333333333334,uncertain,no_pre_cry
2026-07-26_09-33-38.mp4,1.6,0.0267112851142883,0.1696443810767358,0.1605577967081273,0.0090865843686085,,,0.8,uncertain,uncertain
2026-07-11_13-39-18.mp4,6.8,0.0056210462935268,,,,,,0.0,uncertain,uncertain
2026-07-09_12-22-56.mp4,6.8,0.0017753797583281,0.036153243097404,0.1118008967126333,-0.0756476536152293,,,0.25,uncertain,no_pre_cry
2026-07-06_12-31-28.mp4,4.0,0.0099946139380335,0.1441263621238277,0.0476653068785718,0.0964610552452558,,,0.3333333333333333,uncertain,uncertain
2026-07-05_16-18-46.mp4,4.6,0.0017769074765965,,,,,,0.0,uncertain,uncertain
2026-07-26_09-44-32.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-18_15-18-44.mp4,2.6,0.0004971668240614,0.1086943477640155,0.0976822197802875,0.011012127983728,,,0.1666666666666666,uncertain,uncertain
2026-07-25_14-25-07.mp4,,,,0.0450948239009583,,,,1.0,uncertain,uncertain
2026-07-07_14-21-09.mp4,6.4,0.0012520577292889,0.0603520883724835,0.0901952141563579,-0.0298431257838743,,,0.8333333333333334,uncertain,no_pre_cry
2026-07-19_14-58-37.mp4,,,,0.0848781102125761,,,,1.0,uncertain,uncertain
2026-07-14_22-16-26.mp4,4.8,0.0013807787327095,,,,,,0.0,uncertain,uncertain
2026-06-30_15-24-47.mp4,1.8,0.0111563000828027,,,,,,0.0,uncertain,uncertain
2026-07-01_17-39-26.mp4,,,,0.1463483390432444,,,,0.8333333333333334,uncertain,uncertain
2026-07-18_02-13-46.mp4,5.2,0.0019637567456811,,,,,,0.0,uncertain,uncertain
2026-07-13_12-59-00.mp4,4.4,0.0040944907814264,0.062695464962603,0.1335769265952572,-0.0708814616326541,,,0.5,uncertain,no_pre_cry
2026-07-03_23-11-46.mp4,7.0,0.0039505860768258,0.0379741653300996,0.0330885973633363,0.0048855679667633,,,0.6666666666666666,uncertain,uncertain
2026-07-05_19-56-59.mp4,2.6,0.0007458786130882,,,,,,0.0,uncertain,uncertain
2026-07-23_07-56-40.mp4,5.0,0.0013165333075448,0.028880267835148,0.0389220126584479,-0.0100417448232998,,,0.25,uncertain,no_pre_cry
2026-07-23_17-09-34.mp4,2.2,0.0023345516528934,0.0639412508264751,0.0595084357424594,0.0044328150840156,,,0.75,uncertain,uncertain
2026-07-25_12-48-02.mp4,6.0,0.0002926381421275,,0.1258460629105633,,,,0.0833333333333333,uncertain,uncertain
2026-07-25_07-46-06.mp4,3.6,0.0034190528094768,,0.0939205729981992,,,,0.4166666666666667,uncertain,uncertain
2026-07-12_23-15-43.mp4,,,,0.155866333061455,,,,0.5,no_pre_cry,uncertain
2026-07-15_13-14-47.mp4,5.6,0.0016290900530293,,0.1012894165698807,,,,0.0833333333333333,uncertain,uncertain
2026-07-05_18-16-42.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-17_20-27-51.mp4,6.4,0.0182121451944112,0.0597848650564097,0.0765483143555366,-0.0167634492991269,,,0.5833333333333334,uncertain,no_pre_cry
2026-07-11_12-47-45.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-01_18-58-13.mp4,1.6,0.0059934630990028,0.0416776459879186,0.1227699741940345,-0.0810923282061159,,,0.2,uncertain,no_pre_cry
2026-07-06_18-31-59.mp4,3.6,0.0036031561903655,,,,,,0.0,uncertain,uncertain
2026-06-30_16-10-56.mp4,,,,0.0409112615798526,,,,0.1666666666666666,no_pre_cry,uncertain
2026-07-14_05-56-19.mp4,7.6,0.0124248908832669,0.066103977709635,0.078641625428776,-0.012537647719141,,,0.4166666666666667,uncertain,no_pre_cry
2026-07-25_07-36-06.mp4,2.6,0.0063032233156263,0.1397423028550665,0.1568601002650353,-0.0171177974099688,,,0.3333333333333333,uncertain,no_pre_cry
2026-07-01_20-19-01.mp4,1.8,0.0012246980331838,,,,,,0.0,uncertain,uncertain
2026-07-11_02-08-28.mp4,7.2,0.0008697534794919,,,,,,0.0,uncertain,uncertain
2026-07-15_07-35-56.mp4,5.6,0.0136987073346972,0.0448581834644293,0.1752645154720235,-0.1304063320075942,,,0.1666666666666666,uncertain,no_pre_cry
2026-07-05_05-55-53.mp4,,,,0.1852429290745356,,,,0.1666666666666666,uncertain,uncertain
2026-07-10_18-20-38.mp4,,,,,,,,0.0,uncertain,uncertain
2026-07-22_15-10-55.mp4,7.4,0.0005579364369623,0.0624683219850065,0.0533649837154666,0.0091033382695398,,,0.3333333333333333,uncertain,uncertain
2026-07-11_16-58-54.mp4,6.0,0.0038076543714851,,0.1540576732865818,,,,0.0833333333333333,uncertain,uncertain
2026-07-12_15-51-19.mp4,2.8,0.0007095544133335,,,,,,0.0,uncertain,uncertain
2026-06-30_18-25-25.mp4,,,,0.0746466872166792,,,,0.5,uncertain,uncertain
2026-07-07_12-14-22.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-06_21-07-46.mp4,5.2,0.0010081946384161,0.0706925080708211,,,,,0.25,uncertain,uncertain
2026-07-04_19-59-12.mp4,1.0,0.0019069531699642,,,,,,0.0,uncertain,uncertain
2026-07-21_12-20-37.mp4,,,,0.0536003076513899,,,,0.6666666666666666,no_pre_cry,uncertain
2026-07-08_09-06-45.mp4,1.0,0.0012605716474354,,,,,,0.0,uncertain,uncertain
2026-07-01_18-51-31.mp4,2.2,0.0071370936930179,,,,,,0.0,uncertain,uncertain
2026-07-12_12-16-18.mp4,3.8,0.0012771574547514,,,,,,0.0,uncertain,uncertain
2026-07-15_22-34-55.mp4,,,,,,,,0.0,uncertain,uncertain
2026-07-24_13-26-05.mp4,5.6,9.021816367749123e-05,0.0993597527027698,,,,,0.0833333333333333,uncertain,uncertain
2026-07-12_18-07-38.mp4,3.0,0.0022079139016568,,,,,,0.0,uncertain,uncertain
2026-07-24_23-31-59.mp4,3.8,0.000883346714545,0.015518347485864,0.0501332904877341,-0.0346149430018701,,,1.0,uncertain,no_pre_cry
2026-07-08_21-52-29.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-24_18-26-02.mp4,,,,0.0918272914837471,,,,0.8333333333333334,no_pre_cry,uncertain
2026-07-01_00-54-53.mp4,4.0,0.0006516978610306,,,,,,0.0,uncertain,uncertain
2026-07-07_04-26-33.mp4,,,,0.0810422179039177,,,,0.6666666666666666,uncertain,uncertain
2026-07-22_23-22-15.mp4,6.6,0.0006392617942765,,0.0770938849541537,,,,0.1666666666666666,uncertain,uncertain
2026-06-30_15-21-15.mp4,6.8,0.0109807988628745,,,,,,0.0,uncertain,uncertain
2026-07-02_14-16-16.mp4,6.6,0.0116397002711892,,,,,,0.0,uncertain,uncertain
2026-07-19_09-48-08.mp4,,,,,,,,0.0,uncertain,uncertain
2026-07-05_13-10-44.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-13_09-24-08.mp4,5.8,0.0210542939603328,,0.0921247976495728,,,,0.0833333333333333,uncertain,uncertain
2026-07-07_14-03-57.mp4,2.0,0.0004596446815412,,,,,,0.0,uncertain,uncertain
2026-07-06_21-08-22.mp4,,,,0.0399823825737733,,,,0.5,uncertain,uncertain
2026-07-01_20-54-28.mp4,2.0,0.0113106071949005,,0.1241920611119169,,,,0.25,uncertain,uncertain
2026-07-21_13-03-18.mp4,4.8,0.0050052804872393,,,,,,0.0,uncertain,uncertain
2026-07-08_21-34-41.mp4,,,,,,,,0.0,uncertain,uncertain
2026-07-07_15-24-32.mp4,,,,,,,,0.0,uncertain,uncertain
2026-07-08_11-07-20.mp4,7.0,0.0003236847987864,,,,,,0.0,uncertain,uncertain
2026-07-18_17-47-24.mp4,2.2,0.0382880829274654,0.249578860177999,0.2511638037710533,-0.0015849435930543,,,1.0,uncertain,uncertain
2026-07-07_14-20-45.mp4,3.4,0.0009593733702786,0.0769236332645968,0.100174346047007,-0.0232507127824102,,,0.5833333333333334,uncertain,no_pre_cry
2026-07-19_18-39-45.mp4,5.6,0.0027889010962098,,,,,,0.0,uncertain,uncertain
2026-07-06_04-23-51.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-17_12-08-29.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-10_06-37-12.mp4,,,,,,,,0.0,uncertain,uncertain
2026-07-03_12-04-13.mp4,,,,0.0783887443833039,,,,0.3333333333333333,no_pre_cry,uncertain
2026-07-21_15-22-53.mp4,3.2,0.0002875772479455,0.1504994588700805,0.1471373048895948,0.0033621539804857,,,0.3333333333333333,uncertain,uncertain
2026-07-25_19-42-52.mp4,6.6,0.0068872370757162,,,,,,0.0,uncertain,uncertain
2026-07-12_02-45-36.mp4,3.6,0.0144778806716203,,,,,,0.0,uncertain,uncertain
2026-07-09_20-04-45.mp4,4.4,0.0040298392996191,,,,,,0.0,uncertain,uncertain
2026-07-22_10-52-04.mp4,,,,0.0551086257622043,,,,0.5,uncertain,uncertain
2026-07-03_04-39-56.mp4,6.4,0.0180932320654392,,,,,,0.0,uncertain,uncertain
2026-07-11_22-37-36.mp4,2.8,0.0006753798807039,0.1035092307943821,,,,,0.4166666666666667,uncertain,uncertain
2026-07-18_17-58-54.mp4,6.6,0.0230684299021959,0.1094712067041623,0.0998294087617878,0.0096417979423744,,,0.5,uncertain,uncertain
2026-07-25_14-26-25.mp4,3.4,0.1090524569153785,0.1172535058016181,0.0651864935453924,0.0520670122562257,,,1.0,uncertain,uncertain
2026-07-02_15-58-21.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-10_05-20-25.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-06_23-34-00.mp4,4.0,0.0066899862140417,0.084555032597853,,,,,0.0833333333333333,uncertain,uncertain
2026-07-05_18-21-48.mp4,1.8,0.0095877666026353,0.2815348484037255,0.2708575615447664,0.0106772868589591,,,0.7272727272727273,uncertain,uncertain
2026-07-04_14-45-36.mp4,7.4,0.0141164986416697,0.0642284664538253,0.0449714850402926,0.0192569814135326,,,0.25,uncertain,uncertain
2026-07-07_01-40-23.mp4,4.4,0.0011192577658221,,,,,,0.0,uncertain,uncertain
2026-07-03_07-37-10.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-10_21-41-31.mp4,6.0,0.0101114464923739,,0.1012838248674561,,,,0.0833333333333333,uncertain,uncertain
2026-07-07_18-38-37.mp4,3.0,0.0011454145424067,,0.1385837954016089,,,,0.0833333333333333,uncertain,uncertain
2026-07-07_14-19-21.mp4,2.4,0.0019573858007788,,0.1062629766319896,,,,0.0833333333333333,uncertain,uncertain
2026-07-25_19-45-16.mp4,3.6,0.0343917943537235,0.1320448443429987,0.1500749979244198,-0.018030153581421,,,0.5,uncertain,no_pre_cry
2026-07-22_04-11-21.mp4,3.2,0.0045286896638572,,,,,,0.0,uncertain,uncertain
2026-07-10_16-28-47.mp4,,,,,,,,0.0,uncertain,uncertain
2026-07-13_20-18-54.mp4,5.8,0.0029181963764131,0.1331213353908848,,,,,0.0833333333333333,uncertain,uncertain
2026-07-10_17-03-27.mp4,2.0,0.0093441633507609,,,,,,0.0,uncertain,uncertain
2026-07-18_04-53-08.mp4,7.0,0.0011086361482739,0.2554997630551748,0.2676885761504832,-0.0121888130953084,,,0.75,uncertain,no_pre_cry
2026-07-10_13-40-02.mp4,3.2,0.0042087319307029,,,,,,0.0,uncertain,uncertain
2026-07-22_00-28-41.mp4,5.2,0.0078899087384343,0.0710330705667921,0.0568768982834974,0.0141561722832947,,,0.3333333333333333,uncertain,uncertain
2026-07-11_11-07-40.mp4,3.2,0.0008421390084549,,,,,,0.0,uncertain,uncertain
2026-07-13_09-31-38.mp4,4.0,0.0118380673229694,,,,,,0.0,uncertain,uncertain
2026-07-05_13-16-44.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-23_15-44-29.mp4,,,,0.1329077925740377,,,,1.0,uncertain,uncertain
2026-07-07_02-57-58.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-02_22-51-50.mp4,6.8,0.0025252767372876,,,,,,0.0,uncertain,uncertain
2026-07-04_03-13-55.mp4,4.0,0.001567032886669,,,,,,0.0,uncertain,uncertain
2026-07-07_04-50-27.mp4,,,,0.1325017641970699,,,,0.8333333333333334,uncertain,uncertain
2026-07-01_15-51-04.mp4,,,,0.0230114584211925,,,,0.1666666666666666,uncertain,uncertain
2026-07-11_23-37-30.mp4,1.0,0.0020064760465174,,0.0371961990569003,,,,0.3333333333333333,uncertain,uncertain
2026-07-06_18-05-54.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-17_09-12-01.mp4,4.2,0.000659980578348,0.0892986848900446,0.0696680867476493,0.0196305981423953,,,0.9166666666666666,uncertain,uncertain
2026-07-08_10-35-09.mp4,,,,,,,,0.0,uncertain,uncertain
2026-07-09_21-52-38.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-09_21-36-08.mp4,6.2,0.0028507160022854,0.0762317540673576,0.0534846990173632,0.0227470550499944,,,0.4166666666666667,uncertain,uncertain
2026-07-01_02-47-58.mp4,5.0,0.0018374158535152,,,,,,0.0,uncertain,uncertain
2026-07-11_13-24-12.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-21_18-16-22.mp4,4.8,0.0029827025718986,,0.0270950642776709,,,,0.0833333333333333,uncertain,uncertain
2026-07-04_05-31-19.mp4,,,,,,,,0.0,uncertain,uncertain
2026-07-12_10-40-01.mp4,,,,0.0506464328380409,,,,1.0,no_pre_cry,uncertain
2026-07-21_08-23-51.mp4,,,,0.0654848103778239,,,,1.0,no_pre_cry,uncertain
2026-07-10_22-19-18.mp4,7.6,0.0006857435218989,,0.1225506724663763,,,,0.0833333333333333,uncertain,uncertain
2026-07-09_11-45-38.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-06_18-05-42.mp4,3.6,0.0006707371212542,,0.0344067224216533,,,,0.1666666666666666,uncertain,uncertain
2026-07-06_00-37-30.mp4,,,,0.2163189093474473,,,,1.0,no_pre_cry,uncertain
2026-07-18_11-16-28.mp4,4.0,0.0138518856838345,0.0694926485231068,0.0966698442018222,-0.0271771956787153,,,0.75,uncertain,no_pre_cry
2026-07-20_23-48-21.mp4,2.8,0.037155732512474,,0.0563512638606846,,,,0.0833333333333333,uncertain,uncertain
2026-07-07_00-15-24.mp4,,,,0.0570918133664442,,,,0.8333333333333334,no_pre_cry,uncertain
2026-07-02_17-42-56.mp4,2.6,0.0093925148248672,,,,,,0.0,uncertain,uncertain
2026-07-17_15-33-39.mp4,,,,0.1991319902437483,,,,0.1666666666666666,no_pre_cry,uncertain
2026-07-08_09-55-09.mp4,,,,,,,,0.0,uncertain,uncertain
2026-07-11_17-22-30.mp4,,,,0.1532829459037501,,,,0.1666666666666666,uncertain,uncertain
2026-07-05_18-18-40.mp4,1.8,0.0126995490863919,,,,,,0.0,uncertain,uncertain
2026-07-19_17-41-34.mp4,,,,0.0799399467547071,,,,0.3333333333333333,no_pre_cry,uncertain
2026-07-25_02-00-33.mp4,,,,0.0975950389789378,,,,1.0,no_pre_cry,uncertain
2026-07-04_16-02-42.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-20_00-43-05.mp4,6.4,0.0013639241224154,0.2348528119973921,0.2393282474502824,-0.0044754354528902,,,0.9166666666666666,uncertain,uncertain
2026-07-02_02-33-16.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-23_19-23-06.mp4,,,,,,,,0.0,uncertain,uncertain
2026-07-14_11-49-39.mp4,,,,0.1312784843257731,,,,0.8333333333333334,no_pre_cry,uncertain
2026-07-09_05-48-00.mp4,,,,0.1678302337415134,,,,0.5,no_pre_cry,uncertain
2026-07-10_15-54-49.mp4,,,,,,,,0.0,uncertain,uncertain
2026-07-25_23-35-38.mp4,,,,0.0769457997905183,,,,0.8333333333333334,uncertain,uncertain
2026-07-10_12-46-08.mp4,,,,0.057360787563932,,,,0.1666666666666666,no_pre_cry,uncertain
2026-07-24_14-55-46.mp4,,,,0.1237400828524024,,,,0.8333333333333334,uncertain,uncertain
2026-07-10_11-03-04.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-12_14-40-12.mp4,3.6,0.0037725293077528,0.2167571246410651,0.2203790857783251,-0.0036219611372599,,,0.75,uncertain,uncertain
2026-07-01_00-37-52.mp4,,,,0.0730416910298198,,,,0.3333333333333333,uncertain,uncertain
2026-07-07_01-16-35.mp4,2.8,0.0115046668797731,0.0539713501106612,,,,,0.0833333333333333,uncertain,uncertain
2026-07-11_08-44-47.mp4,6.4,0.001049646642059,0.0848788856503106,0.0508497234883105,0.034029162162,,,0.5833333333333334,uncertain,uncertain
2026-07-24_14-55-22.mp4,2.8,0.0016906341770663,0.1991217967124803,0.1665051906096042,0.032616606102876,,,1.0,uncertain,uncertain
2026-07-01_18-46-13.mp4,1.8,0.0267533455044031,0.0681207721608653,,,,,0.0909090909090909,uncertain,uncertain
2026-07-08_14-12-24.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-15_10-12-55.mp4,,,,0.1049722486787102,,,,0.1666666666666666,no_pre_cry,uncertain
2026-07-11_18-06-13.mp4,,,,,,,,0.0,uncertain,uncertain
2026-07-25_20-16-28.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-06-30_16-22-44.mp4,5.4,0.0013718955451622,0.0438655133991635,0.0605126310232514,-0.0166471176240879,,,0.4166666666666667,uncertain,no_pre_cry
2026-07-22_12-07-57.mp4,2.8,0.0124577526003122,,,,,,0.0,uncertain,uncertain
2026-07-02_02-53-28.mp4,,,,0.0694230480990081,,,,0.1666666666666666,no_pre_cry,uncertain
2026-07-04_17-58-51.mp4,6.0,0.002956194570288,,,,,,0.0,uncertain,uncertain
2026-06-30_15-22-11.mp4,1.2,0.0032433266751468,,,,,,0.0,uncertain,uncertain
2026-07-25_16-00-48.mp4,3.8,0.0036183625925332,0.2248005995896614,0.2059772998346307,0.0188232997550306,,,0.8333333333333334,uncertain,uncertain
2026-07-08_10-49-02.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-09_14-53-30.mp4,,,,0.0828165328110875,,,,0.3333333333333333,uncertain,uncertain
2026-07-04_08-20-47.mp4,5.8,0.0018063146853819,,0.045087212349589,,,,0.0833333333333333,uncertain,uncertain
2026-07-07_07-31-43.mp4,,,,0.0896524808927086,,,,0.1666666666666666,uncertain,uncertain
2026-07-01_09-46-06.mp4,,,,0.0590840424230389,,,,0.3333333333333333,uncertain,uncertain
2026-07-05_12-53-08.mp4,1.2,0.0011912846239283,,,,,,0.0,uncertain,uncertain
2026-07-14_16-38-30.mp4,3.8,0.0013599783414974,0.084237216115942,0.0808483469326645,0.0033888691832775,,,0.75,uncertain,uncertain
2026-07-23_03-03-13.mp4,,,,0.0494529343940258,,,,0.1666666666666666,no_pre_cry,uncertain
2026-07-05_04-36-13.mp4,3.4,0.0003891048254445,0.129317663435531,0.1592579510340766,-0.0299402875985455,,,0.8333333333333334,uncertain,no_pre_cry
2026-07-04_12-37-03.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-02_19-18-37.mp4,1.2,0.0018065752228721,0.2101580748767195,0.2021714611949934,0.007986613681726,,,0.8888888888888888,uncertain,uncertain
2026-07-17_23-07-54.mp4,3.4,0.0376831255853176,0.1572855469462686,0.2007741655866655,-0.0434886186403968,,,0.25,uncertain,no_pre_cry
2026-07-18_10-05-11.mp4,4.8,0.0012127483496442,0.0717322423335967,0.0682372397448778,0.0034950025887189,,,0.6666666666666666,uncertain,uncertain
2026-07-23_03-22-31.mp4,,,,0.0892328061717918,,,,0.3333333333333333,uncertain,uncertain
2026-07-02_18-28-32.mp4,3.0,0.0007505298708565,,,,,,0.0,uncertain,uncertain
2026-07-02_07-51-11.mp4,5.6,0.0154048958793282,,,,,,0.0,uncertain,uncertain
2026-07-06_21-04-58.mp4,6.8,0.0059278062544763,0.0882050298017084,0.089863780308354,-0.0016587505066456,,,0.3333333333333333,uncertain,uncertain
2026-07-15_13-14-23.mp4,5.2,0.0055163241922855,0.0925672891255513,,,,,0.1666666666666666,uncertain,uncertain
2026-07-01_01-30-53.mp4,1.2,0.0037451377138495,0.0437277158490043,0.0388605415198427,0.0048671743291615,,,0.8888888888888888,uncertain,uncertain
2026-07-19_17-54-27.mp4,6.4,0.0035142975393682,,,,,,0.0,uncertain,uncertain
2026-07-09_11-37-32.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-07_17-24-49.mp4,2.2,0.0320309698581695,,,,,,0.0,uncertain,uncertain
2026-07-24_03-44-53.mp4,3.8,0.0062524485401809,0.0600771883183352,,,,,0.0833333333333333,uncertain,uncertain
2026-06-30_20-49-47.mp4,3.6,0.0031945654191076,0.0939018514518536,,,,,0.0833333333333333,uncertain,uncertain
2026-06-30_13-02-31.mp4,6.6,0.0247550345957279,0.0803133097303726,0.0499195988473213,0.0303937108830512,,,1.0,uncertain,uncertain
2026-07-25_16-01-24.mp4,,,,0.1749924919197747,,,,1.0,no_pre_cry,uncertain
2026-07-02_07-55-35.mp4,,,,0.0652356031742018,,,,0.5,uncertain,uncertain
2026-07-13_19-39-37.mp4,,,,,,,,0.0,uncertain,uncertain
2026-07-06_00-45-30.mp4,1.4,0.003597866743803,0.2129302165221051,0.202954079986334,0.009976136535771,,,0.2222222222222222,uncertain,uncertain
2026-07-04_03-52-32.mp4,2.4,0.0036080761346966,,,,,,0.0,uncertain,uncertain
2026-07-08_17-03-23.mp4,3.6,0.0008138681878335,0.2165630678995492,0.2110279377134222,0.005535130186127,,,0.75,uncertain,uncertain
2026-07-02_03-14-58.mp4,,,,,,,,0.0,no_pre_cry,uncertain
2026-07-03_22-48-40.mp4,5.6,0.0009273421019315,,0.0596032571455943,,,,0.0833333333333333,uncertain,uncertain
2026-07-13_07-22-54.mp4,,,,0.0845570740599189,,,,0.1666666666666666,uncertain,uncertain
2026-07-11_18-12-57.mp4,2.6,0.0030943793244659,0.1387660601687224,,,,,0.0833333333333333,uncertain,uncertain
2026-07-01_21-17-29.mp4,3.4,0.0106338178738951,0.0970111277585196,,,,,0.3333333333333333,uncertain,uncertain
