file,day,split,mean_ydif,max_ydif,moving_pct,sound_sec,sound_frac,sound_iv,weak_D2_moving,weak_D8_sound
2026-06-30_15-21-47.mp4,2026-06-30,train,0.1405,1.8641,0.0167,3.6,0.45,"[[0.2, 1.8], [3.0, 3.6], [4.2, 4.8], [7.0, 7.4], [7.6, 8.0]]",0,1
2026-06-30_15-21-59.mp4,2026-06-30,train,0.0955,2.0101,0.0167,2.6,0.325,"[[0.0, 0.2], [1.2, 2.0], [2.4, 2.8], [3.0, 3.2], [3.4, 3.6], [5.4, 6.2]]",0,1
2026-06-30_15-22-11.mp4,2026-06-30,train,0.1602,2.0651,0.0167,2.2,0.275,"[[0.4, 0.6], [1.2, 2.4], [3.0, 3.2], [5.0, 5.2], [6.8, 7.0], [7.2, 7.4]]",,1
2026-06-30_15-22-23.mp4,2026-06-30,train,0.2894,2.5826,0.0333,3.4,0.425,"[[1.4, 2.4], [3.2, 4.0], [4.4, 5.0], [6.2, 7.0], [7.8, 8.0]]",,1
2026-06-30_15-22-35.mp4,2026-06-30,train,0.5464,3.1429,0.2,2.2,0.275,"[[3.6, 4.4], [4.8, 5.0], [6.8, 8.0]]",1,1
2026-06-30_15-22-52.mp4,2026-06-30,train,0.2672,2.4743,0.0167,3.8,0.475,"[[0.0, 0.6], [1.0, 1.4], [1.8, 2.8], [3.4, 3.8], [4.0, 4.4], [7.0, 8.0]]",,1
2026-06-30_15-23-23.mp4,2026-06-30,train,0.1882,6.6254,0.05,1.0,0.125,"[[1.2, 1.6], [1.8, 2.0], [2.2, 2.4], [2.6, 2.8]]",,1
2026-06-30_15-23-35.mp4,2026-06-30,train,0.723,4.5631,0.2167,1.2,0.15,"[[1.8, 2.4], [4.8, 5.4]]",1,1
2026-06-30_15-23-47.mp4,2026-06-30,train,0.1556,1.8021,0.0167,1.4,0.175,"[[0.4, 0.6], [0.8, 1.0], [1.8, 2.0], [2.2, 2.6], [3.6, 3.8], [4.8, 5.0]]",,1
2026-06-30_15-23-59.mp4,2026-06-30,train,0.3883,6.8717,0.0417,2.6,0.325,"[[0.2, 0.8], [1.4, 2.0], [2.6, 3.2], [3.6, 3.8], [4.2, 4.6], [4.8, 5.0]]",,1
2026-06-30_15-24-11.mp4,2026-06-30,train,0.2263,2.4738,0.0167,2.6,0.325,"[[1.8, 2.0], [5.2, 6.4], [6.8, 8.0]]",,1
2026-06-30_15-24-23.mp4,2026-06-30,train,0.2565,2.8325,0.1083,0.8,0.1,"[[0.6, 0.8], [1.0, 1.6]]",,1
2026-06-30_15-24-47.mp4,2026-06-30,train,0.338,4.3885,0.075,3.0,0.375,"[[0.8, 1.0], [1.2, 1.6], [1.8, 2.2], [3.0, 4.0], [5.2, 5.6], [5.8, 6.4]]",,1
2026-06-30_15-24-59.mp4,2026-06-30,train,0.1533,2.0579,0.025,3.6,0.45,"[[0.0, 0.2], [0.6, 1.8], [2.4, 3.2], [5.0, 5.2], [5.4, 5.8], [7.2, 8.0]]",,1
2026-06-30_15-25-11.mp4,2026-06-30,train,0.1782,4.4506,0.0667,3.2,0.4,"[[1.6, 3.4], [4.2, 4.6], [5.6, 6.4], [6.6, 6.8]]",,1
2026-06-30_15-36-52.mp4,2026-06-30,train,0.7965,4.1464,0.2583,3.4,0.425,"[[0.0, 0.8], [1.4, 1.8], [2.0, 2.2], [2.4, 3.2], [3.8, 4.4], [7.0, 7.2], [7.4, 7.8]]",1,1
2026-06-30_15-38-04.mp4,2026-06-30,train,1.3262,4.7335,0.4917,3.4,0.425,"[[0.8, 1.8], [2.8, 3.6], [4.2, 5.0], [6.4, 6.6], [7.2, 7.4], [7.6, 8.0]]",1,1
2026-06-30_15-38-16.mp4,2026-06-30,train,1.1269,5.4835,0.3917,4.4,0.55,"[[2.0, 2.4], [2.6, 3.2], [3.6, 5.0], [5.2, 6.6], [6.8, 7.2], [7.8, 8.0]]",1,1
2026-06-30_15-38-40.mp4,2026-06-30,train,1.2465,5.9858,0.3417,5.2,0.65,"[[0.0, 1.0], [1.6, 2.0], [2.2, 3.4], [3.6, 3.8], [4.2, 6.6]]",1,1
2026-06-30_15-38-52.mp4,2026-06-30,train,0.5675,3.8488,0.15,3.2,0.4,"[[0.0, 1.0], [2.6, 3.8], [4.2, 4.6], [5.0, 5.2], [5.4, 5.6], [5.8, 6.0]]",1,1
2026-06-30_15-39-04.mp4,2026-06-30,train,0.3645,3.18,0.0917,2.8,0.35,"[[0.8, 1.0], [2.0, 2.2], [2.8, 3.0], [3.6, 4.0], [4.2, 4.4], [5.2, 6.2], [6.4, 6.6], [7.4, 7.8]]",,1
2026-06-30_15-39-16.mp4,2026-06-30,train,0.0928,2.719,0.0167,3.0,0.375,"[[1.8, 2.0], [4.4, 7.0], [7.4, 7.6]]",0,1
2026-06-30_15-39-28.mp4,2026-06-30,train,4.6415,29.2824,0.8833,3.6,0.45,"[[0.0, 0.6], [1.4, 1.6], [2.0, 2.6], [2.8, 3.0], [3.2, 3.4], [3.6, 4.4], [4.6, 4.8], [5.2, 5.8], [6.8, 7.0]]",1,1
2026-06-30_15-39-40.mp4,2026-06-30,train,0.3406,3.4889,0.1083,2.4,0.3,"[[0.0, 1.0], [1.8, 2.8], [3.0, 3.4]]",,1
2026-06-30_15-40-28.mp4,2026-06-30,train,0.1739,2.8276,0.1,1.4,0.175,"[[0.2, 0.8], [2.8, 3.0], [5.0, 5.4], [6.6, 6.8]]",,1
2026-06-30_15-40-40.mp4,2026-06-30,train,0.1197,2.5685,0.0167,3.6,0.45,"[[0.0, 0.2], [0.4, 0.6], [2.2, 3.2], [3.4, 3.6], [4.4, 4.6], [4.8, 6.2], [6.6, 7.0]]",0,1
2026-06-30_15-40-52.mp4,2026-06-30,train,0.2095,2.4227,0.0167,2.0,0.25,"[[1.6, 2.8], [3.0, 3.2], [3.4, 3.6], [4.4, 4.6], [7.0, 7.2]]",,1
2026-06-30_15-41-04.mp4,2026-06-30,train,0.4727,2.4094,0.075,2.2,0.275,"[[0.4, 1.0], [1.2, 1.6], [3.2, 4.0], [6.2, 6.4], [7.8, 8.0]]",,1
2026-06-30_15-41-16.mp4,2026-06-30,train,1.7482,7.0701,0.4083,4.0,0.5,"[[1.0, 1.8], [2.0, 2.2], [2.6, 3.0], [3.4, 4.0], [4.2, 5.6], [5.8, 6.4]]",1,1
2026-06-30_15-41-28.mp4,2026-06-30,train,0.4243,3.0714,0.0917,2.6,0.325,"[[0.0, 0.4], [1.0, 1.2], [1.8, 2.0], [2.2, 2.4], [4.2, 4.6], [5.0, 6.0], [7.0, 7.2]]",,1
2026-06-30_15-41-40.mp4,2026-06-30,train,3.5963,7.6764,0.9583,0.2,0.025,"[[3.2, 3.4]]",1,
2026-06-30_15-41-52.mp4,2026-06-30,train,0.3432,5.2349,0.05,3.0,0.375,"[[0.4, 1.6], [5.0, 6.2], [6.4, 7.0]]",,1
2026-06-30_15-42-04.mp4,2026-06-30,train,0.5309,4.3712,0.15,3.6,0.45,"[[0.4, 1.8], [3.6, 3.8], [4.8, 5.4], [6.0, 6.4], [6.8, 7.4], [7.6, 8.0]]",1,1
2026-06-30_15-43-16.mp4,2026-06-30,train,0.7002,4.6858,0.2167,2.4,0.3,"[[0.0, 0.6], [1.2, 1.4], [3.0, 3.2], [4.2, 4.6], [5.0, 5.2], [5.4, 5.8], [6.6, 6.8], [7.8, 8.0]]",1,1
2026-06-30_15-44-16.mp4,2026-06-30,train,0.1544,1.4243,0.0167,0.4,0.05,"[[0.6, 1.0]]",,1
2026-06-30_15-44-28.mp4,2026-06-30,train,0.158,1.4931,0.0583,3.6,0.45,"[[1.8, 2.6], [3.4, 4.6], [4.8, 5.4], [5.6, 6.6]]",,1
2026-06-30_15-47-40.mp4,2026-06-30,train,0.1967,1.3856,0.0167,0.2,0.025,"[[4.8, 5.0]]",,
2026-06-30_15-47-52.mp4,2026-06-30,train,0.1555,1.4768,0.0167,0.2,0.025,"[[4.4, 4.6]]",,
2026-06-30_15-55-40.mp4,2026-06-30,train,0.1232,1.3401,0.0167,4.6,0.575,"[[0.6, 1.6], [1.8, 2.6], [3.2, 5.8], [7.4, 7.6]]",0,1
2026-06-30_15-59-16.mp4,2026-06-30,train,1.651,88.8502,0.0833,0.4,0.05,"[[5.2, 5.6]]",1,
2026-06-30_15-59-27.mp4,2026-06-30,train,1.1605,10.0857,0.3193,0,0.0,[],1,0
2026-06-30_15-59-39.mp4,2026-06-30,train,0.3043,4.0125,0.0672,0.4,0.05,"[[4.6, 4.8], [5.4, 5.6]]",,
2026-06-30_15-59-51.mp4,2026-06-30,train,0.1847,2.7397,0.0672,0,0.0,[],,0
2026-06-30_16-06-20.mp4,2026-06-30,train,0.1875,2.0031,0.042,0,0.0,[],,0
2026-06-30_16-06-32.mp4,2026-06-30,train,0.3551,2.1163,0.0924,0.2,0.025,"[[5.0, 5.2]]",,
2026-06-30_16-06-44.mp4,2026-06-30,train,0.1689,2.275,0.0504,0,0.0,[],,0
2026-06-30_16-06-56.mp4,2026-06-30,train,0.3018,6.0084,0.0672,0,0.0,[],,0
2026-06-30_16-07-08.mp4,2026-06-30,train,0.6058,1.9756,0.1345,0.8,0.1,"[[1.8, 2.2], [6.8, 7.2]]",1,1
2026-06-30_16-07-20.mp4,2026-06-30,train,0.4509,3.1123,0.1345,0.6,0.075,"[[2.4, 2.6], [5.8, 6.0], [6.6, 6.8]]",,1
2026-06-30_16-07-32.mp4,2026-06-30,train,0.3169,2.6576,0.084,1.0,0.125,"[[2.6, 3.6]]",,1
2026-06-30_16-07-44.mp4,2026-06-30,train,0.553,2.4855,0.1261,0.2,0.025,"[[5.8, 6.0]]",1,
2026-06-30_16-07-56.mp4,2026-06-30,train,0.5502,2.8854,0.1345,0,0.0,[],1,0
2026-06-30_16-08-08.mp4,2026-06-30,train,0.5771,3.3501,0.1849,0,0.0,[],1,0
2026-06-30_16-08-20.mp4,2026-06-30,train,0.2679,3.0556,0.0588,0,0.0,[],,0
2026-06-30_16-08-32.mp4,2026-06-30,train,0.1674,1.8219,0.0336,0,0.0,[],,0
2026-06-30_16-08-44.mp4,2026-06-30,train,0.3898,1.7557,0.1008,0.4,0.05,"[[7.6, 8.0]]",,1
2026-06-30_16-08-56.mp4,2026-06-30,train,0.8354,2.7208,0.2773,0,0.0,[],1,0
2026-06-30_16-09-08.mp4,2026-06-30,train,0.8939,3.574,0.3445,1.2,0.15,"[[4.0, 4.2], [5.2, 6.2]]",1,1
2026-06-30_16-09-20.mp4,2026-06-30,train,0.6494,4.3882,0.2689,0.6,0.075,"[[0.0, 0.2], [1.0, 1.2], [2.8, 3.0]]",1,1
2026-06-30_16-09-32.mp4,2026-06-30,train,0.5598,2.9934,0.1597,0.8,0.1,"[[0.0, 0.2], [1.6, 2.0], [4.8, 5.0]]",1,1
2026-06-30_16-09-44.mp4,2026-06-30,train,0.5879,3.1482,0.1345,1.6,0.2,"[[0.8, 1.0], [1.2, 1.4], [4.0, 4.2], [5.6, 6.4], [7.2, 7.4]]",1,1
2026-06-30_16-09-56.mp4,2026-06-30,train,0.1687,3.3753,0.0504,0.2,0.025,"[[7.8, 8.0]]",,
2026-06-30_16-10-08.mp4,2026-06-30,train,0.166,4.7887,0.042,0.4,0.05,"[[6.6, 7.0]]",,1
2026-06-30_16-10-20.mp4,2026-06-30,train,0.1662,5.6921,0.042,2.0,0.25,"[[0.0, 0.2], [0.6, 1.2], [3.0, 3.2], [6.6, 7.0], [7.4, 8.0]]",,1
2026-06-30_16-10-32.mp4,2026-06-30,train,1.9395,9.3048,0.7311,1.2,0.15,"[[0.6, 1.4], [2.0, 2.4]]",1,1
2026-06-30_16-10-44.mp4,2026-06-30,train,6.1203,79.843,0.6639,0.8,0.1,"[[4.8, 5.6]]",1,1
2026-06-30_16-10-56.mp4,2026-06-30,train,0.832,5.9504,0.2857,0,0.0,[],1,0
2026-06-30_16-11-08.mp4,2026-06-30,train,0.2097,3.8061,0.0504,0,0.0,[],,0
2026-06-30_16-11-20.mp4,2026-06-30,train,0.0725,2.0123,0.0252,0,0.0,[],0,0
2026-06-30_16-11-32.mp4,2026-06-30,train,0.165,3.1866,0.042,2.6,0.325,"[[0.6, 2.0], [4.0, 4.4], [6.0, 6.2], [6.4, 7.0]]",,1
2026-06-30_16-11-44.mp4,2026-06-30,train,0.2864,1.6156,0.042,1.6,0.2,"[[0.0, 0.4], [0.6, 1.6], [2.0, 2.2]]",,1
2026-06-30_16-11-56.mp4,2026-06-30,train,0.5558,2.9741,0.1092,0,0.0,[],1,0
2026-06-30_16-12-08.mp4,2026-06-30,train,0.484,5.8671,0.0924,0,0.0,[],,0
2026-06-30_16-12-20.mp4,2026-06-30,train,0.7051,5.5551,0.1681,0.6,0.075,"[[1.0, 1.4], [7.8, 8.0]]",1,1
2026-06-30_16-12-32.mp4,2026-06-30,train,0.4435,5.1792,0.084,1.2,0.15,"[[0.4, 0.8], [1.0, 1.2], [2.4, 2.6], [5.6, 5.8], [7.0, 7.2]]",,1
2026-06-30_16-12-44.mp4,2026-06-30,train,0.3645,2.3333,0.0672,0.6,0.075,"[[2.2, 2.4], [3.2, 3.4], [5.4, 5.6]]",,1
2026-06-30_16-12-56.mp4,2026-06-30,train,0.509,4.0356,0.2269,0,0.0,[],1,0
2026-06-30_16-13-08.mp4,2026-06-30,train,0.1398,2.3735,0.0588,0,0.0,[],0,0
2026-06-30_16-13-20.mp4,2026-06-30,train,0.0911,2.3351,0.042,0,0.0,[],0,0
2026-06-30_16-13-56.mp4,2026-06-30,train,0.1528,4.7395,0.0504,0.6,0.075,"[[1.4, 1.6], [1.8, 2.0], [2.4, 2.6]]",,1
2026-06-30_16-14-44.mp4,2026-06-30,train,0.2481,1.3867,0.0336,0,0.0,[],,0
2026-06-30_16-14-56.mp4,2026-06-30,train,0.3141,2.277,0.0504,1.4,0.175,"[[0.8, 1.0], [2.2, 2.6], [5.4, 5.8], [7.6, 8.0]]",,1
2026-06-30_16-15-08.mp4,2026-06-30,train,0.1093,2.5451,0.0336,0.4,0.05,"[[5.2, 5.6]]",0,
2026-06-30_16-15-20.mp4,2026-06-30,train,0.1384,4.4837,0.0504,0,0.0,[],0,0
2026-06-30_16-15-32.mp4,2026-06-30,train,0.1565,1.5931,0.0504,0,0.0,[],,0
2026-06-30_16-15-44.mp4,2026-06-30,train,1.7299,54.5508,0.2773,0,0.0,[],1,0
2026-06-30_16-15-56.mp4,2026-06-30,train,7.0558,63.2143,0.5462,3.6,0.45,"[[0.2, 0.8], [1.8, 2.6], [2.8, 3.0], [3.8, 4.4], [5.4, 6.0], [6.8, 7.6]]",1,1
2026-06-30_16-16-20.mp4,2026-06-30,train,0.2435,2.4305,0.0756,0.2,0.025,"[[3.0, 3.2]]",,
2026-06-30_16-16-44.mp4,2026-06-30,train,0.2821,8.9216,0.042,0,0.0,[],,0
2026-06-30_16-16-56.mp4,2026-06-30,train,0.2499,2.3303,0.042,0.2,0.025,"[[2.6, 2.8]]",,
2026-06-30_16-17-08.mp4,2026-06-30,train,0.352,1.9058,0.0588,1.6,0.2,"[[1.8, 2.0], [2.4, 2.8], [5.8, 6.4], [6.8, 7.2]]",,1
2026-06-30_16-17-20.mp4,2026-06-30,train,0.2086,3.4164,0.0588,1.4,0.175,"[[0.2, 0.6], [4.4, 5.4]]",,1
2026-06-30_16-17-32.mp4,2026-06-30,train,0.4651,6.3713,0.084,0.2,0.025,"[[4.4, 4.6]]",,
2026-06-30_16-17-44.mp4,2026-06-30,train,0.5968,3.9,0.2101,0,0.0,[],1,0
2026-06-30_16-17-56.mp4,2026-06-30,train,0.1807,9.4529,0.0336,0,0.0,[],,0
2026-06-30_16-19-08.mp4,2026-06-30,train,0.1382,1.577,0.0084,1.0,0.125,"[[1.6, 1.8], [3.2, 3.4], [3.6, 3.8], [5.6, 5.8], [6.0, 6.2]]",0,1
2026-06-30_16-19-20.mp4,2026-06-30,train,0.1621,1.3633,0.0084,2.8,0.35,"[[0.0, 0.4], [0.6, 1.0], [4.0, 5.6], [7.0, 7.2], [7.8, 8.0]]",,1
2026-06-30_16-20-20.mp4,2026-06-30,train,0.1093,4.7844,0.0252,0.6,0.075,"[[4.6, 5.0], [7.4, 7.6]]",0,1
2026-06-30_16-22-44.mp4,2026-06-30,train,0.1751,1.3344,0.0252,1.0,0.125,"[[5.4, 5.8], [7.4, 8.0]]",,1
2026-06-30_16-22-56.mp4,2026-06-30,train,0.1375,1.6611,0.0168,4.2,0.525,"[[1.4, 3.2], [4.2, 5.0], [5.4, 6.6], [7.0, 7.4]]",0,1
2026-06-30_16-24-08.mp4,2026-06-30,train,0.2279,8.4403,0.0336,1.4,0.175,"[[0.2, 0.6], [2.4, 2.6], [3.6, 4.0], [4.6, 5.0]]",,1
2026-06-30_16-24-20.mp4,2026-06-30,train,0.1368,5.7792,0.0252,2.2,0.275,"[[5.0, 6.0], [6.2, 7.2], [7.8, 8.0]]",0,1
2026-06-30_16-24-32.mp4,2026-06-30,train,0.2332,9.4136,0.042,1.6,0.2,"[[0.2, 0.8], [1.2, 1.6], [5.6, 6.2]]",,1
2026-06-30_16-24-56.mp4,2026-06-30,train,0.1083,4.1306,0.0252,0.6,0.075,"[[1.4, 1.6], [4.2, 4.4], [6.0, 6.2]]",0,1
2026-06-30_16-25-56.mp4,2026-06-30,train,0.1325,4.1326,0.042,0.2,0.025,"[[6.8, 7.0]]",0,
2026-06-30_16-26-32.mp4,2026-06-30,train,2.588,21.0801,0.4118,0.4,0.05,"[[2.0, 2.2], [2.8, 3.0]]",1,1
2026-06-30_16-26-44.mp4,2026-06-30,train,1.8349,19.2136,0.479,0.8,0.1,"[[2.6, 3.0], [3.2, 3.6]]",1,1
2026-06-30_16-26-56.mp4,2026-06-30,train,1.0255,9.8384,0.2689,1.8,0.225,"[[0.8, 2.0], [3.8, 4.0], [4.2, 4.6]]",1,1
2026-06-30_16-31-56.mp4,2026-06-30,train,2.4598,19.2042,0.5798,0,0.0,[],1,0
2026-06-30_16-32-08.mp4,2026-06-30,train,1.982,7.361,0.6639,0.2,0.025,"[[3.6, 3.8]]",1,
