file,owl_max,owl_query,mouth_surge,face_frac,audio_gag,spit_score,pseudo_label,error
2026-07-21_10-11-08.mp4,0.033588625490665436,milk on baby face,0.0,0.0,0.0004,0.0673,0,
2026-07-03_15-19-59.mp4,0.014745576307177544,milk on baby face,0.0,1.0,0.0028,0.0301,0,
2026-07-21_11-15-56.mp4,0.04525338113307953,milk on baby face,0.0,0.0,0.0252,0.0955,0,
2026-07-14_11-13-40.mp4,0.0652671679854393,spit up milk,0.0,1.0,0.0015,0.1308,0,
2026-07-18_15-37-50.mp4,0.08761028945446014,milk on baby face,0.0,0.833,0.0011,0.1754,0,
2026-07-07_23-43-53.mp4,0.031897302716970444,spit up milk,0.0,0.0,0.0111,0.066,0,
2026-07-03_03-29-48.mp4,0.04527027904987335,spit up milk,0.0,0.0,0.0004,0.0906,0,
2026-07-07_02-58-34.mp4,0.014771265909075737,spit up milk,0.0,0.0,0.0004,0.0296,0,
2026-07-24_22-36-41.mp4,0.048817165195941925,milk on baby face,0.0,0.0,0.0008,0.0978,0,
2026-07-02_07-07-33.mp4,0.02108985185623169,milk on baby face,0.0,0.0,0.0007,0.0423,0,
2026-07-21_01-27-08.mp4,0.07295161485671997,milk on baby face,0.0,0.667,0.0006,0.146,0,
2026-07-09_23-39-23.mp4,0.041430000215768814,spit up milk,0.0,0.0,0.0029,0.0834,0,
2026-07-03_17-30-29.mp4,0.004764411598443985,spit up milk,0.0,0.0,0.0006,0.0096,0,
2026-07-07_05-36-56.mp4,0.03756698593497276,spit up milk,0.0,0.0,0.0013,0.0754,0,
2026-07-06_00-38-42.mp4,0.11807684600353241,milk on baby face,0.0,0.833,0.0018,0.2365,0,
2026-07-19_14-44-25.mp4,0.03303016722202301,spit up milk,0.0,0.0,0.0005,0.0662,0,
2026-07-05_19-03-42.mp4,0.022873762995004654,milk on baby face,0.0,0.0,0.0064,0.047,0,
2026-06-30_22-30-55.mp4,0.1569261997938156,milk on baby face,0.0,0.0,0.0016,0.3142,0,
2026-07-22_15-11-20.mp4,0.04733986780047417,spit up milk,0.0,1.0,0.0002,0.0947,0,
2026-07-09_10-54-20.mp4,0.019236665219068527,spit up milk,0.0,0.167,0.002,0.0389,0,
2026-07-03_05-08-42.mp4,0.03582001477479935,milk on baby face,0.0,0.0,0.0011,0.0719,0,
2026-07-14_19-39-43.mp4,0.01860279217362404,milk on baby face,0.0,0.167,0.0003,0.0373,0,
2026-07-08_01-41-58.mp4,0.046287018805742264,spit up milk,0.0,1.0,0.0007,0.0927,0,
2026-07-05_04-39-07.mp4,0.0064186351373791695,spit up milk,0.0,0.0,0.0002,0.0129,0,
2026-07-10_08-25-17.mp4,0.03588969632983208,spit up milk,0.0,0.0,0.0004,0.0719,0,
2026-07-10_13-43-02.mp4,0.04403628036379814,spit up milk,0.0,0.0,0.0024,0.0886,0,
2026-07-03_12-57-19.mp4,0.03592931106686592,milk on baby face,0.0,0.0,0.001,0.0721,0,
2026-07-10_17-41-21.mp4,0.01018485613167286,spit up milk,0.0,0.0,0.0005,0.0205,0,
2026-07-01_23-44-26.mp4,0.024417819455266,spit up milk,0.0,0.0,0.0012,0.0491,0,
2026-07-09_20-02-45.mp4,0.055473506450653076,milk on baby face,0.0,0.333,0.0347,0.1179,0,
2026-07-04_21-37-53.mp4,0.039359625428915024,spit up milk,0.0,0.0,0.0014,0.079,0,
2026-07-21_12-26-37.mp4,0.20879225432872772,milk on baby face,0.0,0.0,0.0004,0.4177,0,
2026-07-05_08-50-28.mp4,0.050729185342788696,spit up milk,0.0,0.0,0.0035,0.1022,0,
2026-07-20_22-59-51.mp4,0.01737608015537262,milk on baby face,0.0,0.0,0.001,0.035,0,
2026-07-23_16-30-17.mp4,0.05910555273294449,milk on baby face,0.0,0.0,0.0012,0.1185,0,
2026-07-08_14-17-00.mp4,0.042287297546863556,spit up milk,0.0,0.167,0.0116,0.0869,0,
2026-07-11_22-47-47.mp4,0.054566968232393265,milk on baby face,0.0,0.0,0.0008,0.1093,0,
2026-07-05_12-53-32.mp4,0.04839298501610756,spit up milk,0.0,0.167,0.0003,0.0968,0,
2026-07-04_03-14-07.mp4,0.004399129189550877,milk on baby face,0.0,0.0,0.0013,0.0091,0,
2026-07-22_21-21-30.mp4,0.06704284995794296,milk on baby face,0.0,0.0,0.0009,0.1343,0,
2026-07-11_02-08-52.mp4,0.04005144536495209,milk on baby face,0.0,0.0,0.0286,0.0858,0,
2026-07-24_11-44-30.mp4,0.02400282956659794,milk on baby face,0.0,0.0,0.0006,0.0481,0,
2026-07-04_01-28-59.mp4,0.004782506264746189,spit up milk,0.0,0.0,0.0006,0.0097,0,
2026-07-23_16-33-41.mp4,0.040412645787000656,spit up milk,0.0,0.0,0.0007,0.081,0,
2026-07-02_03-28-28.mp4,0.013903098180890083,milk on baby face,0.0,0.0,0.001,0.028,0,
2026-07-10_07-19-36.mp4,0.03882197290658951,milk on baby face,0.0,0.0,0.0074,0.0791,0,
2026-07-03_13-42-00.mp4,0.008113679476082325,milk on baby face,0.0,0.0,0.0006,0.0163,0,
2026-07-08_20-28-32.mp4,0.027066709473729134,spit up milk,0.0,0.0,0.0048,0.0551,0,
2026-07-05_13-24-32.mp4,0.030272245407104492,spit up milk,0.0,0.0,0.0002,0.0606,0,
2026-07-02_22-02-44.mp4,0.02194848656654358,milk on baby face,0.0,0.0,0.0016,0.0442,0,
2026-07-03_19-51-30.mp4,0.013038210570812225,milk on baby face,0.0,0.0,0.0006,0.0262,0,
2026-07-02_00-33-19.mp4,0.04674575850367546,milk on baby face,0.0,0.0,0.0006,0.0936,0,
2026-07-14_04-52-43.mp4,0.0325779914855957,milk on baby face,0.0,0.0,0.0005,0.0653,0,
2026-07-07_07-21-55.mp4,0.032742228358983994,milk on baby face,0.0,0.0,0.0006,0.0656,0,
2026-07-05_02-32-35.mp4,0.05492895096540451,spit up milk,0.0,0.0,0.0011,0.1101,0,
2026-07-12_15-51-19.mp4,0.0028960644267499447,white vomit stain,0.0,0.0,0.0006,0.0059,0,
2026-07-05_02-22-41.mp4,0.02820124849677086,spit up milk,0.0,0.0,0.0038,0.0572,0,
2026-07-09_16-19-35.mp4,0.045857593417167664,spit up milk,0.0,1.0,0.0004,0.0918,0,
2026-07-08_00-06-41.mp4,0.052311304956674576,spit up milk,0.0,0.0,0.0222,0.1091,0,
2026-07-17_12-08-29.mp4,0.026591675356030464,milk on baby face,0.0,0.0,0.0006,0.0533,0,
2026-07-02_07-06-57.mp4,0.042360931634902954,milk on baby face,0.0,0.0,0.0018,0.0851,0,
2026-07-14_19-34-19.mp4,0.028465650975704193,milk on baby face,0.0,0.0,0.0001,0.057,0,
2026-07-01_18-55-25.mp4,0.013006922788918018,milk on baby face,0.0,0.0,0.0003,0.0261,0,
2026-07-03_22-51-04.mp4,0.026501530781388283,milk on baby face,0.0,0.0,0.0179,0.0566,0,
2026-07-04_08-57-10.mp4,0.033309031277894974,spit up milk,0.0,0.0,0.0007,0.0668,0,
2026-07-19_18-28-09.mp4,0.04468856751918793,milk on baby face,0.0,0.0,0.0013,0.0896,0,
2026-07-25_11-11-51.mp4,0.03790523111820221,spit up milk,0.0,0.0,0.637,0.2032,0,
2026-07-05_11-45-33.mp4,0.044126830995082855,milk on baby face,0.0,0.0,0.0009,0.0884,0,
2026-07-05_12-00-14.mp4,0.031009182333946228,spit up milk,0.0,0.0,0.0002,0.0621,0,
2026-07-12_14-49-12.mp4,0.058487653732299805,spit up milk,0.0,1.0,0.2953,0.176,0,
2026-07-18_21-03-34.mp4,0.0563659742474556,milk on baby face,0.0,0.167,0.0031,0.1134,0,
2026-07-17_07-51-32.mp4,0.04555625468492508,milk on baby face,0.0,0.0,0.0003,0.0912,0,
2026-07-15_08-54-13.mp4,0.036484237760305405,milk on baby face,0.0,0.0,0.0194,0.0768,0,
2026-07-10_10-11-58.mp4,0.020916348323225975,white vomit stain,0.0,0.0,0.0009,0.042,0,
2026-07-18_11-21-10.mp4,0.037358857691287994,milk on baby face,0.0,0.0,0.0032,0.0754,0,
2026-07-02_04-18-21.mp4,0.02194136753678322,milk on baby face,0.0,0.0,0.0005,0.044,0,
2026-07-07_12-03-04.mp4,0.033242225646972656,spit up milk,0.0,0.167,0.0002,0.0665,0,
2026-07-12_05-31-52.mp4,0.010403836145997047,spit up milk,0.0,0.0,0.0002,0.0208,0,
2026-07-10_16-41-17.mp4,0.03289980813860893,milk on baby face,0.0,0.0,0.0004,0.0659,0,
2026-07-08_22-03-34.mp4,0.05943526700139046,milk on baby face,0.0,0.0,0.0054,0.12,0,
2026-07-02_22-51-50.mp4,0.02188248746097088,milk on baby face,0.0,0.0,0.001,0.044,0,
2026-07-14_14-55-25.mp4,0.08640523254871368,spit up milk,0.0,0.0,0.0008,0.173,0,
2026-07-09_14-06-48.mp4,0.01831464096903801,milk on baby face,0.0,0.0,0.001,0.0368,0,
2026-07-05_11-44-27.mp4,0.033444132655858994,spit up milk,0.0028,1.0,0.0005,0.0703,0,
2026-07-07_09-29-42.mp4,0.025507446378469467,spit up milk,0.0,0.0,0.0003,0.0511,0,
2026-07-04_05-06-13.mp4,0.012419087812304497,spit up milk,0.0,0.0,0.0006,0.025,0,
2026-07-25_13-45-14.mp4,0.03864983096718788,spit up milk,0.0,0.0,0.0011,0.0775,0,
2026-07-20_11-29-50.mp4,0.04129272699356079,spit up milk,0.0,0.0,0.0007,0.0827,0,
2026-07-23_07-55-46.mp4,0.040137700736522675,milk on baby face,0.0,0.0,0.0007,0.0804,0,
2026-07-05_03-45-40.mp4,0.04636687412858009,spit up milk,0.0,0.0,0.0022,0.0932,0,
2026-07-11_10-50-10.mp4,0.0224218238145113,spit up milk,0.0,0.667,0.0005,0.0449,0,
2026-07-06_11-38-17.mp4,0.030490383505821228,spit up milk,0.0,0.0,0.0006,0.0611,0,
2026-07-10_11-16-33.mp4,0.011090957559645176,spit up milk,0.0,0.0,0.0003,0.0222,0,
2026-07-21_15-33-11.mp4,0.04602431505918503,spit up milk,0.0,0.0,0.022,0.0964,0,
2026-07-01_07-34-41.mp4,0.010686581023037434,milk on baby face,0.0,0.0,0.0001,0.0214,0,
2026-07-09_20-06-33.mp4,0.012623706832528114,spit up milk,0.0,0.0,0.0008,0.0254,0,
2026-07-05_08-54-34.mp4,0.023585306480526924,spit up milk,0.0,0.0,0.0008,0.0473,0,
2026-07-13_07-11-03.mp4,0.01010884065181017,milk on baby face,0.0,0.0,0.0001,0.0202,0,
2026-06-30_22-36-31.mp4,0.04638035595417023,milk on baby face,0.0,0.0,0.0003,0.0928,0,
2026-07-02_02-26-28.mp4,0.059675831347703934,milk on baby face,0.0,0.833,0.0006,0.1195,0,
2026-07-16_06-47-41.mp4,0.025173872709274292,milk on baby face,0.0,0.0,0.0034,0.051,0,
2026-07-09_14-43-24.mp4,0.030067868530750275,milk on baby face,0.0,0.0,0.0026,0.0607,0,
2026-07-08_07-39-46.mp4,0.039713528007268906,milk on baby face,0.0,0.0,0.0005,0.0795,0,
2026-07-01_21-39-52.mp4,0.06485791504383087,milk on baby face,0.0,0.0,0.0033,0.1304,0,
2026-07-03_00-43-25.mp4,0.029835091903805733,milk on baby face,0.0,0.0,0.0003,0.0597,0,
2026-07-07_13-09-16.mp4,0.03571940213441849,milk on baby face,0.0,0.0,0.002,0.0718,0,
2026-07-06_21-21-10.mp4,0.040986619889736176,milk on baby face,0.0,0.0,0.0004,0.0821,0,
2026-07-19_09-47-20.mp4,0.03412304446101189,spit up milk,0.0,0.0,0.0004,0.0683,0,
2026-07-06_17-55-18.mp4,0.04777158796787262,milk on baby face,0.0,0.0,0.0009,0.0957,0,
2026-07-04_00-54-53.mp4,0.02215242013335228,spit up milk,0.0,0.0,0.1307,0.0704,0,
2026-07-06_00-12-00.mp4,0.12266049534082413,milk on baby face,0.0,0.667,0.0055,0.2464,0,
2026-07-10_22-16-06.mp4,0.025325996801257133,spit up milk,0.0,0.0,0.0005,0.0508,0,
2026-07-17_18-55-40.mp4,0.03261662647128105,milk on baby face,0.0,0.0,0.0006,0.0654,0,
2026-07-10_14-08-38.mp4,0.05759936198592186,spit up milk,0.0,0.0,0.0022,0.1156,0,
2026-07-14_13-50-14.mp4,0.029683025553822517,milk on baby face,0.0,0.0,0.0004,0.0594,0,
2026-07-13_14-19-17.mp4,0.023280851542949677,milk on baby face,0.0,0.0,0.0009,0.0467,0,
2026-07-11_17-01-06.mp4,0.03404610976576805,spit up milk,0.0,0.667,0.006,0.0693,0,
2026-07-15_07-45-14.mp4,0.0588672049343586,milk on baby face,0.0,0.0,0.0006,0.1179,0,
2026-07-17_02-48-17.mp4,0.05562946945428848,milk on baby face,0.0,0.5,0.0005,0.1114,0,
2026-07-11_01-54-22.mp4,0.03080887906253338,spit up milk,0.0,0.0,0.0017,0.062,0,
2026-07-07_11-13-41.mp4,0.03053448721766472,milk on baby face,0.0,0.0,0.0004,0.0611,0,
2026-07-09_20-30-03.mp4,0.0193004347383976,spit up milk,0.0,0.0,0.0005,0.0387,0,
2026-07-04_06-44-10.mp4,0.006248648278415203,milk on baby face,0.0,0.0,0.0006,0.0126,0,
2026-07-06_00-40-30.mp4,0.08218175172805786,milk on baby face,0.0,0.833,0.2,0.2044,0,
2026-07-26_04-39-41.mp4,0.05315921828150749,spit up milk,0.0,0.0,0.0879,0.1239,0,
2026-07-07_04-51-03.mp4,0.013989544473588467,white vomit stain,0.0,0.0,0.0008,0.0281,0,
2026-07-18_15-16-56.mp4,0.02453823946416378,spit up milk,0.0,0.0,0.0005,0.0492,0,
2026-07-05_13-05-20.mp4,0.04975556954741478,spit up milk,0.0,0.0,0.0006,0.0996,0,
2026-07-08_01-03-52.mp4,0.1084563136100769,milk on baby face,0.0,0.333,0.0003,0.217,0,
2026-07-12_18-22-53.mp4,0.04392655938863754,spit up milk,0.0,0.0,0.0017,0.0882,0,
2026-07-04_08-29-11.mp4,0.03011162020266056,spit up milk,0.0,0.167,0.0005,0.0603,0,
2026-06-30_14-24-25.mp4,0.009428867138922215,white vomit stain,0.0,0.0,0.0028,0.0194,0,
2026-06-30_18-22-13.mp4,0.021547162905335426,spit up milk,0.0,0.0,0.0003,0.0432,0,
2026-07-25_01-14-46.mp4,0.040590688586235046,milk on baby face,0.0,0.0,0.0005,0.0813,0,
2026-07-04_02-40-16.mp4,0.006113580893725157,spit up milk,0.0,0.0,0.0007,0.0124,0,
2026-07-01_09-36-54.mp4,0.028967099264264107,milk on baby face,0.0,0.0,0.0003,0.058,0,
2026-07-17_07-23-14.mp4,0.049926236271858215,milk on baby face,0.0,0.0,0.0004,0.0999,0,
2026-07-13_10-50-01.mp4,0.053579121828079224,milk on baby face,0.0,0.833,0.0005,0.1073,0,
2026-07-22_03-10-40.mp4,0.01819021627306938,milk on baby face,0.0,0.0,0.0008,0.0365,0,
2026-07-06_00-19-30.mp4,0.09512730687856674,milk on baby face,0.0,0.833,0.0034,0.1909,0,
2026-07-25_19-45-28.mp4,0.04546114429831505,spit up milk,0.0,0.167,0.0262,0.0962,0,
2026-07-07_04-57-45.mp4,0.019996721297502518,white vomit stain,0.0,0.0,0.0007,0.0401,0,
2026-07-02_02-31-16.mp4,0.013075724244117737,milk on baby face,0.0,0.0,0.0004,0.0262,0,
2026-07-21_10-13-44.mp4,0.04064762219786644,milk on baby face,0.0,0.0,0.0003,0.0814,0,
2026-07-06_15-22-42.mp4,0.023953793570399284,spit up milk,0.0,0.0,0.0004,0.048,0,
2026-07-05_13-04-02.mp4,0.02503178082406521,spit up milk,0.0,0.0,0.0015,0.0504,0,
2026-07-11_17-57-30.mp4,0.01731661707162857,milk on baby face,0.0,0.0,0.0027,0.0352,0,
2026-07-06_13-28-15.mp4,0.03869068622589111,spit up milk,0.0,0.167,0.0011,0.0776,0,
2026-07-22_08-55-23.mp4,0.025498216971755028,milk on baby face,0.0,0.0,0.0015,0.0513,0,
2026-07-14_11-50-03.mp4,0.15578527748584747,milk on baby face,0.0,0.667,0.0004,0.3117,0,
2026-07-05_04-36-37.mp4,0.07522466778755188,spit up milk,0.0,0.167,0.0005,0.1505,0,
2026-07-18_15-12-44.mp4,0.04562990367412567,spit up milk,0.0,0.0,0.0178,0.0948,0,
2026-07-05_11-30-27.mp4,0.036833591759204865,spit up milk,0.0,0.0,0.0008,0.0738,0,
2026-07-09_19-59-21.mp4,0.05740737542510033,spit up milk,0.0,0.167,0.0004,0.1149,0,
2026-07-08_23-17-10.mp4,0.02988399937748909,spit up milk,0.0,0.0,0.0003,0.0598,0,
2026-07-11_02-05-10.mp4,0.03818557783961296,milk on baby face,0.0,0.0,0.0024,0.0769,0,
2026-07-18_17-58-18.mp4,0.03874707967042923,milk on baby face,0.0,0.0,0.0007,0.0776,0,
2026-07-26_02-22-06.mp4,0.09473355114459991,milk on baby face,0.0,0.0,0.0013,0.1897,0,
2026-07-25_23-50-02.mp4,0.023404447361826897,spit up milk,0.0,0.0,0.3727,0.1213,0,
2026-07-15_18-36-07.mp4,0.06752610206604004,milk on baby face,0.0,0.167,0.0006,0.1352,0,
2026-07-05_19-02-30.mp4,0.06289059668779373,milk on baby face,0.0,0.333,0.0018,0.1261,0,
2026-07-02_14-21-52.mp4,0.02369898557662964,milk on baby face,0.0,0.0,0.001,0.0476,0,
2026-07-10_13-30-56.mp4,0.04089740291237831,spit up milk,0.0,0.0,0.0011,0.082,0,
2026-07-19_10-43-50.mp4,0.03589417412877083,spit up milk,0.0,0.833,0.0075,0.0733,0,
2026-07-22_08-55-11.mp4,0.02344881370663643,milk on baby face,0.0,0.0,0.003,0.0475,0,
2026-07-11_14-51-59.mp4,0.0253458134829998,spit up milk,0.0,0.167,0.0014,0.051,0,
2026-07-14_13-36-50.mp4,0.04894107207655907,milk on baby face,0.0,0.0,0.0017,0.0982,0,
2026-07-09_05-41-42.mp4,0.03647936135530472,milk on baby face,0.0,0.0,0.0004,0.073,0,
2026-07-13_19-47-54.mp4,0.01768566109240055,spit up milk,0.0,0.0,0.0005,0.0355,0,
2026-07-04_08-07-23.mp4,0.04711524024605751,milk on baby face,0.0,0.0,0.001,0.0944,0,
2026-07-12_06-40-09.mp4,0.050824690610170364,spit up milk,0.0,0.0,0.014,0.1044,0,
2026-07-20_22-00-40.mp4,0.21810230612754822,milk on baby face,0.0,0.0,0.0005,0.4363,0,
2026-07-09_14-09-54.mp4,0.022873880341649055,milk on baby face,0.0,0.0,0.0018,0.0461,0,
2026-07-11_17-16-00.mp4,0.03547496721148491,spit up milk,0.0,0.0,0.0013,0.0712,0,
2026-07-22_11-06-16.mp4,0.06855610758066177,milk on baby face,0.0,0.0,0.0121,0.1395,0,
2026-07-11_18-03-59.mp4,0.010950644500553608,milk on baby face,0.0,0.0,0.0017,0.0222,0,
2026-07-07_02-08-58.mp4,0.027230817824602127,milk on baby face,0.0,0.167,0.0002,0.0545,0,
2026-07-05_08-50-04.mp4,0.03845050185918808,spit up milk,0.0,0.0,0.0035,0.0776,0,
2026-07-12_13-49-37.mp4,0.012775728479027748,spit up milk,0.0,0.0,0.139,0.0534,0,
2026-07-05_16-17-58.mp4,0.03458573669195175,milk on baby face,0.0,0.0,0.0005,0.0693,0,
2026-07-18_14-15-57.mp4,0.0446203351020813,milk on baby face,0.0,0.0,0.0013,0.0895,0,
2026-07-07_08-40-54.mp4,0.031153803691267967,spit up milk,0.0,0.0,0.0005,0.0624,0,
2026-07-14_07-22-30.mp4,0.08550243824720383,milk on baby face,0.0,1.0,0.0341,0.1778,0,
2026-07-02_03-37-04.mp4,0.019508181139826775,milk on baby face,0.0,0.0,0.0005,0.0391,0,
2026-07-18_07-25-37.mp4,0.026930849999189377,spit up milk,0.0,0.0,0.0007,0.054,0,
2026-07-09_16-03-11.mp4,0.04912690073251724,spit up milk,0.0,1.0,0.0013,0.0985,0,
2026-07-07_00-25-47.mp4,0.02494402416050434,milk on baby face,0.0141,1.0,0.0004,0.0669,0,
2026-07-08_15-52-23.mp4,0.054771777242422104,milk on baby face,0.0,0.0,0.0003,0.1096,0,
2026-07-07_18-54-31.mp4,0.032048508524894714,milk on baby face,0.0,0.667,0.0006,0.0642,0,
2026-07-08_22-28-52.mp4,0.03255942836403847,milk on baby face,0.0,0.0,0.0005,0.0652,0,
2026-07-10_06-38-12.mp4,0.017665939405560493,milk on baby face,0.0,0.0,0.0013,0.0356,0,
2026-07-06_00-06-48.mp4,0.06563360244035721,milk on baby face,0.0,0.0,0.002,0.1317,0,
2026-06-30_21-42-49.mp4,0.012885060161352158,spit up milk,0.0,0.0,0.0106,0.0279,0,
2026-07-09_17-06-41.mp4,0.017494086176156998,spit up milk,0.0,0.0,0.0023,0.0354,0,
2026-07-10_14-14-32.mp4,0.03774186596274376,spit up milk,0.0,0.0,0.0004,0.0756,0,
2026-07-17_22-41-12.mp4,0.026473533362150192,spit up milk,0.0,0.0,0.0003,0.053,0,
2026-07-07_09-21-30.mp4,0.027598030865192413,spit up milk,0.0,0.0,0.0007,0.0553,0,
2026-07-23_23-23-20.mp4,0.032454714179039,spit up milk,0.0,0.0,0.0013,0.0652,0,
2026-07-01_23-34-02.mp4,0.035187866538763046,spit up milk,0.0,0.0,0.0014,0.0707,0,
2026-07-02_10-03-43.mp4,0.04717748612165451,milk on baby face,0.0,0.0,0.0005,0.0945,0,
2026-07-23_16-34-53.mp4,0.069722980260849,milk on baby face,0.0,0.0,0.0006,0.1396,0,
2026-07-05_09-24-45.mp4,0.04388447478413582,spit up milk,0.0,0.0,0.0009,0.0879,0,
2026-07-08_14-14-06.mp4,0.033427271991968155,spit up milk,0.0,0.167,0.0004,0.0669,0,
2026-07-15_19-51-18.mp4,0.028680890798568726,spit up milk,0.0,0.0,0.0063,0.0586,0,
2026-07-07_20-22-24.mp4,0.031442318111658096,spit up milk,0.0,0.0,0.0012,0.0631,0,
2026-07-02_04-20-51.mp4,0.039774101227521896,milk on baby face,0.0,0.0,0.0005,0.0796,0,
2026-07-06_21-32-40.mp4,0.015384752303361893,milk on baby face,0.0,0.0,0.004,0.0316,0,
2026-07-01_21-39-40.mp4,0.04555903375148773,milk on baby face,0.0,0.0,0.0027,0.0917,0,
2026-07-08_14-04-43.mp4,0.04009690135717392,spit up milk,0.0,0.0,0.0003,0.0803,0,
2026-07-25_10-54-16.mp4,0.04615137353539467,spit up milk,0.0,0.0,0.0026,0.0928,0,
2026-07-22_00-40-41.mp4,0.042877521365880966,milk on baby face,0.0,0.333,0.0106,0.0879,0,
2026-07-08_21-47-05.mp4,0.023159295320510864,milk on baby face,0.0,0.0,0.0005,0.0464,0,
2026-07-06_10-36-35.mp4,0.02787311188876629,milk on baby face,0.0,0.667,0.0005,0.0558,0,
2026-07-11_01-38-52.mp4,0.03748104348778725,milk on baby face,0.0,0.0,0.0003,0.075,0,
2026-07-16_03-54-01.mp4,0.030829288065433502,milk on baby face,0.0,0.0,0.0005,0.0618,0,
2026-07-24_07-27-45.mp4,0.028085453435778618,spit up milk,0.0,0.167,0.0573,0.0676,0,
2026-07-21_12-03-43.mp4,0.09400526434183121,milk on baby face,0.0,0.0,0.0076,0.1895,0,
2026-07-25_17-53-47.mp4,0.04031263664364815,spit up milk,0.0,0.0,0.0003,0.0807,0,
2026-07-15_23-38-39.mp4,0.009919152595102787,milk on baby face,0.0,0.0,0.002,0.0202,0,
2026-07-17_02-45-53.mp4,0.08073513954877853,milk on baby face,0.0,0.5,0.0006,0.1616,0,
2026-07-01_08-20-13.mp4,0.023356793448328972,spit up milk,0.0,0.0,0.0005,0.0468,0,
2026-07-14_14-23-08.mp4,0.024781296029686928,milk on baby face,0.0,0.0,0.0003,0.0496,0,
2026-07-01_18-03-11.mp4,0.0032663969323039055,spit up milk,0.0,0.0,0.0021,0.007,0,
2026-07-22_15-16-25.mp4,0.06843458116054535,milk on baby face,0.0,0.167,0.0026,0.1374,0,
2026-07-21_15-30-17.mp4,0.050398703664541245,spit up milk,0.0,0.167,0.003,0.1014,0,
